,Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,target
2072,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
3731,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1
2659,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1
2555,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1
3113,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1923,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
2170,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1
3207,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1885,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1
3759,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1
3542,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
851,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
3708,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
3106,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1
3707,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
3517,1.0,1.0,0.0,2.0,1.0,1.0,2.0,1
3543,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1
3683,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1
2417,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1
2222,1.0,2.0,2.0,2.0,3.0,1.0,0.0,1
3752,1.0,1.0,1.0,2.0,3.0,1.0,4.0,1
3119,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1
2641,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1
1848,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1833,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1
3433,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1
1510,2.0,2.0,2.0,3.0,2.0,2.0,3.0,0
3098,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1334,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0
3585,1.0,2.0,2.0,2.0,3.0,1.0,0.0,1
3577,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1
1698,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
170,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
1646,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1
750,2.0,3.0,3.0,2.0,4.0,2.0,2.0,0
439,2.0,3.0,3.0,2.0,3.0,2.0,2.0,0
2981,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
1679,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1
1609,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0
717,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
3022,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
358,2.0,3.0,3.0,2.0,4.0,2.0,1.0,0
3617,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
3457,2.0,2.0,2.0,2.0,4.0,2.0,0.0,1
2499,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1
394,3.0,4.0,4.0,3.0,3.0,4.0,1.0,0
3087,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1
738,2.0,3.0,4.0,2.0,4.0,2.0,4.0,0
1654,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1
2385,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
1616,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0
101,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0
3021,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1
591,2.0,3.0,3.0,2.0,4.0,2.0,0.0,0
882,1.0,2.0,2.0,1.0,4.0,2.0,4.0,0
2611,1.0,2.0,1.0,2.0,3.0,1.0,4.0,1
3212,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1
164,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0
918,3.0,3.0,2.0,3.0,3.0,3.0,1.0,0
1551,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
3677,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1
1561,1.0,1.0,1.0,2.0,3.0,1.0,4.0,0
1166,2.0,2.0,2.0,3.0,2.0,2.0,4.0,0
3153,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1
895,1.0,1.0,2.0,2.0,3.0,1.0,2.0,0
595,3.0,4.0,4.0,3.0,4.0,3.0,2.0,0
1741,1.0,2.0,2.0,2.0,3.0,1.0,0.0,1
684,2.0,2.0,2.0,3.0,3.0,2.0,1.0,0
1784,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1
3722,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1
1578,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0
